,neighborhood,year,tree_count,species_count
812,South Beach,1969.0,5,4
813,South Beach,1972.0,26,14
814,South Beach,1973.0,9,6
815,South Beach,1974.0,17,12
816,South Beach,1976.0,11,7
817,South Beach,1977.0,2,2
818,South Beach,1978.0,1,1
819,South Beach,1979.0,10,7
820,South Beach,1980.0,11,7
821,South Beach,1981.0,18,6
822,South Beach,1982.0,20,6
823,South Beach,1983.0,3,3
824,South Beach,1984.0,65,15
825,South Beach,1985.0,53,19
826,South Beach,1986.0,17,7
827,South Beach,1987.0,4,3
828,South Beach,1988.0,7,6
829,South Beach,1989.0,3,3
830,South Beach,1990.0,19,12
831,South Beach,1991.0,4,3
832,South Beach,1992.0,91,35
833,South Beach,1993.0,12,8
834,South Beach,1994.0,43,17
835,South Beach,1995.0,115,18
836,South Beach,1996.0,111,30
837,South Beach,1997.0,82,17
838,South Beach,1998.0,241,48
839,South Beach,1999.0,105,18
840,South Beach,2000.0,160,38
841,South Beach,2001.0,122,19
842,South Beach,2002.0,157,41
843,South Beach,2003.0,147,45
844,South Beach,2004.0,73,18
845,South Beach,2005.0,100,40
846,South Beach,2006.0,68,19
847,South Beach,2007.0,116,23
848,South Beach,2008.0,41,19
849,South Beach,2009.0,86,31
850,South Beach,2010.0,90,26
851,South Beach,2011.0,49,25
852,South Beach,2012.0,44,13
853,South Beach,2013.0,46,14
854,South Beach,2014.0,56,23
855,South Beach,2015.0,82,33
856,South Beach,2016.0,87,24
857,South Beach,2017.0,76,25
858,South Beach,2018.0,131,33
859,South Beach,2019.0,13,8
860,South Beach,2020.0,1,1
861,Sunset,1956.0,1,1
862,Sunset,1969.0,3,3
863,Sunset,1972.0,78,24
864,Sunset,1973.0,5,4
865,Sunset,1974.0,13,5
866,Sunset,1975.0,1,1
867,Sunset,1976.0,1,1
868,Sunset,1977.0,4,3
869,Sunset,1978.0,2,2
870,Sunset,1979.0,1,1
871,Sunset,1980.0,5,4
872,Sunset,1982.0,74,13
873,Sunset,1983.0,38,8
874,Sunset,1984.0,1,1
875,Sunset,1985.0,15,5
876,Sunset,1986.0,50,12
877,Sunset,1987.0,48,13
878,Sunset,1988.0,8,4
879,Sunset,1989.0,3,3
880,Sunset,1990.0,41,15
881,Sunset,1991.0,7,7
882,Sunset,1992.0,66,18
883,Sunset,1993.0,90,26
884,Sunset,1994.0,200,38
885,Sunset,1995.0,33,11
886,Sunset,1996.0,107,26
887,Sunset,1997.0,56,20
888,Sunset,1998.0,269,44
889,Sunset,1999.0,11,8
890,Sunset,2000.0,83,27
891,Sunset,2001.0,87,27
892,Sunset,2002.0,206,45
893,Sunset,2003.0,71,28
894,Sunset,2004.0,40,18
895,Sunset,2005.0,33,17
896,Sunset,2006.0,307,30
897,Sunset,2007.0,192,19
898,Sunset,2008.0,199,35
899,Sunset,2009.0,191,23
900,Sunset,2010.0,95,29
901,Sunset,2011.0,95,28
902,Sunset,2012.0,37,15
903,Sunset,2013.0,15,3
904,Sunset,2014.0,72,36
905,Sunset,2015.0,118,35
906,Sunset,2016.0,85,37
907,Sunset,2017.0,51,18
908,Sunset,2018.0,57,21
909,Sunset,2019.0,55,17
910,Sunset,2020.0,2,2
911,Taraval,1969.0,2,2
912,Taraval,1970.0,1,1
913,Taraval,1972.0,4,4
914,Taraval,1973.0,13,4
915,Taraval,1975.0,1,1
916,Taraval,1977.0,2,2
917,Taraval,1979.0,3,1
918,Taraval,1982.0,9,1
919,Taraval,1983.0,15,5
920,Taraval,1984.0,4,3
921,Taraval,1986.0,2,2
922,Taraval,1987.0,3,2
923,Taraval,1988.0,3,2
924,Taraval,1989.0,33,9
925,Taraval,1990.0,39,16
926,Taraval,1991.0,7,7
927,Taraval,1992.0,6,2
928,Taraval,1993.0,85,18
929,Taraval,1994.0,79,22
930,Taraval,1995.0,285,30
931,Taraval,1996.0,69,23
932,Taraval,1997.0,10,6
933,Taraval,1998.0,67,23
934,Taraval,1999.0,65,15
935,Taraval,2000.0,208,25
936,Taraval,2001.0,98,24
937,Taraval,2002.0,92,25
938,Taraval,2003.0,55,26
939,Taraval,2004.0,89,23
940,Taraval,2005.0,21,14
941,Taraval,2006.0,243,17
942,Taraval,2007.0,159,15
943,Taraval,2008.0,102,32
944,Taraval,2009.0,197,25
945,Taraval,2010.0,37,15
946,Taraval,2011.0,53,26
947,Taraval,2012.0,13,8
948,Taraval,2013.0,3,3
949,Taraval,2014.0,19,15
950,Taraval,2015.0,73,21
951,Taraval,2016.0,87,32
952,Taraval,2017.0,26,15
953,Taraval,2018.0,78,24
954,Taraval,2019.0,45,16
955,Taraval,2020.0,2,2
956,Tenderloin,1972.0,2,2
957,Tenderloin,1976.0,5,4
958,Tenderloin,1977.0,2,2
959,Tenderloin,1978.0,1,1
960,Tenderloin,1979.0,10,2
961,Tenderloin,1981.0,13,5
962,Tenderloin,1982.0,5,3
963,Tenderloin,1983.0,1,1
964,Tenderloin,1984.0,6,3
965,Tenderloin,1985.0,8,7
966,Tenderloin,1986.0,4,2
967,Tenderloin,1987.0,14,6
968,Tenderloin,1988.0,5,1
969,Tenderloin,1989.0,17,8
970,Tenderloin,1990.0,49,17
971,Tenderloin,1991.0,19,6
972,Tenderloin,1992.0,40,13
973,Tenderloin,1993.0,25,10
974,Tenderloin,1994.0,35,16
975,Tenderloin,1995.0,218,37
976,Tenderloin,1996.0,68,23
977,Tenderloin,1997.0,46,15
978,Tenderloin,1998.0,129,21
979,Tenderloin,1999.0,31,16
980,Tenderloin,2000.0,122,30
981,Tenderloin,2001.0,43,17
982,Tenderloin,2002.0,60,26
983,Tenderloin,2003.0,15,10
984,Tenderloin,2004.0,35,20
985,Tenderloin,2005.0,126,28
986,Tenderloin,2006.0,22,10
987,Tenderloin,2007.0,32,16
988,Tenderloin,2008.0,119,26
989,Tenderloin,2009.0,46,15
990,Tenderloin,2010.0,34,13
991,Tenderloin,2011.0,40,8
992,Tenderloin,2012.0,40,17
993,Tenderloin,2013.0,10,6
994,Tenderloin,2014.0,62,15
995,Tenderloin,2015.0,66,16
996,Tenderloin,2016.0,84,19
997,Tenderloin,2017.0,51,13
998,Tenderloin,2018.0,47,16
999,Tenderloin,2019.0,26,10
1000,Twin Peaks,1956.0,6,3
1001,Twin Peaks,1970.0,2,2
1002,Twin Peaks,1972.0,2,2
1003,Twin Peaks,1973.0,3,2
1004,Twin Peaks,1974.0,1,1
1005,Twin Peaks,1976.0,5,4
1006,Twin Peaks,1977.0,1,1
1007,Twin Peaks,1978.0,2,2
1008,Twin Peaks,1979.0,1,1
1009,Twin Peaks,1980.0,16,6
1010,Twin Peaks,1981.0,4,4
1011,Twin Peaks,1982.0,46,7
1012,Twin Peaks,1983.0,89,13
1013,Twin Peaks,1984.0,6,4
1014,Twin Peaks,1985.0,7,3
1015,Twin Peaks,1986.0,2,2
1016,Twin Peaks,1987.0,74,23
1017,Twin Peaks,1988.0,62,21
1018,Twin Peaks,1989.0,79,22
1019,Twin Peaks,1990.0,35,14
1020,Twin Peaks,1991.0,19,11
1021,Twin Peaks,1992.0,78,27
1022,Twin Peaks,1993.0,61,23
1023,Twin Peaks,1994.0,20,14
1024,Twin Peaks,1995.0,113,29
1025,Twin Peaks,1996.0,16,14
1026,Twin Peaks,1997.0,138,40
1027,Twin Peaks,1998.0,148,38
1028,Twin Peaks,1999.0,32,14
1029,Twin Peaks,2000.0,133,38
1030,Twin Peaks,2001.0,19,15
1031,Twin Peaks,2002.0,108,41
1032,Twin Peaks,2003.0,52,26
1033,Twin Peaks,2004.0,22,17
1034,Twin Peaks,2005.0,94,30
1035,Twin Peaks,2006.0,27,15
1036,Twin Peaks,2007.0,30,17
1037,Twin Peaks,2008.0,101,38
1038,Twin Peaks,2009.0,11,10
1039,Twin Peaks,2010.0,41,24
1040,Twin Peaks,2011.0,65,36
1041,Twin Peaks,2012.0,23,15
1042,Twin Peaks,2013.0,14,9
1043,Twin Peaks,2014.0,39,20
1044,Twin Peaks,2015.0,37,27
1045,Twin Peaks,2016.0,56,30
1046,Twin Peaks,2017.0,49,24
1047,Twin Peaks,2018.0,45,19
1048,Twin Peaks,2019.0,13,7
