latitude,longitude,species
37.8006129252375,-122.407292387346,Melaleuca quinquenervia :: Cajeput
37.800805038366,-122.406724685857,Pittosporum undulatum :: Victorian Box
37.8006189381443,-122.407251152804,Melaleuca quinquenervia :: Cajeput
37.8044754944375,-122.407998521413,Pittosporum undulatum :: Victorian Box
37.8005975449467,-122.407332034382,Olea europaea :: Olive Tree
37.8007040399397,-122.40648773359,Tree(s) ::
37.7957336484481,-122.439134063486,Metrosideros excelsa :: New Zealand Xmas Tree
37.800753819774,-122.406183319577,Pittosporum undulatum :: Victorian Box
37.7957571135466,-122.439138752573,Olea europaea :: Olive Tree
37.7279854217264,-122.422877557994,Tree(s) ::
37.8007424531504,-122.407329607893,Pittosporum undulatum :: Victorian Box
37.7957459988263,-122.439039506991,Metrosideros excelsa :: New Zealand Xmas Tree
37.7653791542065,-122.468461403362,Tree(s) ::
37.7947899953537,-122.413196753656,Tree(s) ::
37.790746059876,-122.44753788817,Tree(s) ::
37.790746059876,-122.44753788817,Tree(s) ::
37.7953320858627,-122.43184130454,Pittosporum undulatum :: Victorian Box
37.7954100795518,-122.431700481491,Maytenus boaria :: Mayten
37.79525744214,-122.431830924574,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7953540724755,-122.431680231457,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7895781874332,-122.41272628189,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7895737861364,-122.41275830317,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7941204951005,-122.406861558909,Tree(s) ::
37.7895880898559,-122.41268729808,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7895726862883,-122.412815385815,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7597223989514,-122.441720465588,Tree(s) ::
37.7232105236867,-122.457256563724,Tree(s) ::
37.7230805384236,-122.457256223244,Tree(s) ::
37.7232974774404,-122.457076998777,Tree(s) ::
37.7232971804462,-122.45725679071,Tree(s) ::
37.7225608946189,-122.457075071188,Tree(s) ::
37.7225605976276,-122.45725486134,Tree(s) ::
37.7227342081961,-122.457075524735,Tree(s) ::
37.7236438076342,-122.457257698662,Tree(s) ::
37.7233838372855,-122.457257017697,Tree(s) ::
37.7191418235253,-122.461322308632,Tree(s) ::
37.7222142673486,-122.457074164101,Tree(s) ::
37.7219973283185,-122.457253385965,Tree(s) ::
37.7219134219644,-122.457546318828,Tree(s) ::
37.721913582262,-122.45748759981,Tree(s) ::
37.7226905828611,-122.457255201814,Tree(s) ::
37.7148616623565,-122.466295351324,Tree(s) ::
37.7153538012855,-122.466301096036,Tree(s) ::
37.7423006045056,-122.440023149201,Tree(s) ::
37.7952579357754,-122.419353003996,Tree(s) ::
37.7952172277564,-122.419676454246,Tree(s) ::
37.7954580228197,-122.418912065108,Tree(s) ::
37.7954863989508,-122.418686587628,Tree(s) ::
37.7537411659543,-122.42865462968,Tree(s) ::
37.784202905873,-122.487090986649,Tree(s) ::
37.7541175955558,-122.428871098722,Tree(s) ::
37.7548961979172,-122.428967402293,Tree(s) ::
37.7542035743795,-122.428698953061,Tree(s) ::
37.7544637595239,-122.428904280818,Tree(s) ::
37.7541727471413,-122.428695998151,Tree(s) ::
37.7534637208851,-122.428628035918,Tree(s) ::
37.7545581678907,-122.428913330536,Tree(s) ::
37.7546351554737,-122.428740322042,Tree(s) ::
37.7537084925961,-122.428831883911,Tree(s) ::
37.7164912726104,-122.464334534512,Tree(s) ::
37.7165590253308,-122.464515046881,Tree(s) ::
37.7954141157334,-122.401030978214,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7174569188328,-122.464344935551,Tree(s) ::
37.7668557952147,-122.450262315796,Tree(s) ::
37.7169728737142,-122.464519505444,Tree(s) ::
37.7171120452083,-122.464341220863,Tree(s) ::
37.7687298602082,-122.435852144701,Lophostemon confertus :: Brisbane Box
37.7167671715648,-122.46433750621,Tree(s) ::
37.7443170828593,-122.417515907422,Tree(s) ::
37.7548548926849,-122.486110800407,Prunus serrulata :: Ornamental Cherry
37.7170430705069,-122.46434047793,Tree(s) ::
37.7539625620703,-122.430977892089,Tree(s) ::
37.7166292220891,-122.464336020359,Tree(s) ::
37.7166280000686,-122.464515789971,Tree(s) ::
37.7569600653506,-122.398816192689,Tree(s) ::
37.7539702486961,-122.430850370683,Tree(s) ::
37.7539574375732,-122.431062906398,Tree(s) ::
37.7470875326215,-122.435997769473,Tree(s) ::
37.7939618398358,-122.398813354815,Tree(s) ::
37.7792549344058,-122.39520981319,Platanus x hispanica :: Sycamore: London Plane
37.7194524012372,-122.460125269634,Tree(s) ::
37.7528776743545,-122.435672348781,Tree(s) ::
37.7173867221668,-122.464523964059,Tree(s) ::
37.7163188357416,-122.464332677212,Tree(s) ::
37.7163878104832,-122.464333420131,Tree(s) ::
37.7168349242454,-122.464518019251,Tree(s) ::
37.7528726207374,-122.435757313712,Tree(s) ::
37.7527731633274,-122.435021676873,Tree(s) ::
37.7528085336342,-122.434426922819,Tree(s) ::
37.7621940836949,-122.447966290223,Tree(s) ::
37.7899186865679,-122.417616279077,Tree(s) ::
37.7907257802305,-122.405673963151,Tree(s) ::
37.7910717792494,-122.402138264452,Tree(s) ::
37.7807733741013,-122.402615964372,Tree(s) ::
37.7617592239209,-122.448444033939,Tree(s) ::
37.799417252676,-122.425933227759,Tree(s) ::
37.7997407478016,-122.425987215334,Pittosporum undulatum :: Victorian Box
37.799135566117,-122.425870068752,Pittosporum undulatum :: Victorian Box
37.7991457806045,-122.425700408062,Pittosporum undulatum :: Victorian Box
37.7988974508106,-122.425647894832,Pittosporum undulatum :: Victorian Box
37.798889151862,-122.425800588941,Pittosporum undulatum :: Victorian Box
37.799638607284,-122.425797357678,Pittosporum undulatum :: Victorian Box
37.7314024039397,-122.402084402785,Tree(s) ::
37.7420384981227,-122.486441648664,Pittosporum undulatum :: Victorian Box
37.7161777171072,-122.450556100719,Tree(s) ::
37.7161094601217,-122.450537936417,Tree(s) ::
37.7159507287932,-122.450673741288,Tree(s) ::
37.7158316801914,-122.45077559456,Tree(s) ::
37.7162253990092,-122.450645539218,Tree(s) ::
37.7165540459833,-122.454507270722,Tree(s) ::
37.7167224027534,-122.451255184845,Tree(s) ::
37.7160300944775,-122.450605838925,Tree(s) ::
37.7161888257258,-122.450470033764,Tree(s) ::
37.7162841506648,-122.450388748577,Tree(s) ::
37.7548813957652,-122.42919974606,Tree(s) ::
37.7164628840377,-122.468833594798,Tree(s) ::
37.7161722617983,-122.468425069043,Tree(s) ::
37.7169438094252,-122.46901931048,Tree(s) ::
37.717083015314,-122.468841241405,Tree(s) ::
37.794216537123,-122.443554551496,Magnolia grandiflora :: Southern Magnolia
37.7163925816126,-122.469012512182,Tree(s) ::
37.717426133703,-122.469025259073,Tree(s) ::
37.7318757860748,-122.402275309764,Tree(s) ::
37.7171505198805,-122.469021859868,Tree(s) ::
37.7165992920702,-122.469015061532,Tree(s) ::
37.7172897257686,-122.468843790302,Tree(s) ::
37.7761973464008,-122.485179196709,Metrosideros excelsa :: New Zealand Xmas Tree
37.7165317875194,-122.468834444414,Tree(s) ::
37.7174964361519,-122.468846339214,Tree(s) ::
37.7163236781306,-122.469011662402,Tree(s) ::
37.7976973064543,-122.431273710022,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7594145698922,-122.49412359628,Tree(s) ::
37.7761931053445,-122.485250018998,Metrosideros excelsa :: New Zealand Xmas Tree
37.7914544676099,-122.394330573183,Tree(s) ::
37.7898021869713,-122.398828794358,Tree(s) ::
37.7549552323979,-122.464514561584,Tree(s) ::
37.7593337927312,-122.399036221654,Platanus x hispanica :: Sycamore: London Plane
37.7990956573592,-122.405221236591,Tree(s) ::
37.7777868056424,-122.413699244444,Tree(s) ::
37.7321124770126,-122.402370764165,Tree(s) ::
37.7549011318661,-122.428889954351,Tree(s) ::
37.7447926323706,-122.423060235888,Tree(s) ::
37.7825061080656,-122.488039812438,Tree(s) ::
37.7628926667824,-122.460175271849,Tree(s) ::
37.7422040996578,-122.486292085169,Tree(s) ::
37.7170127129325,-122.469020160275,Tree(s) ::
37.7852598422455,-122.47326029742,Metrosideros excelsa :: New Zealand Xmas Tree
37.7206064145284,-122.457069956415,Tree(s) ::
37.720102958926,-122.456715068104,Tree(s) ::
37.7165303885904,-122.469014211748,Tree(s) ::
37.7852872519753,-122.473265632531,Metrosideros excelsa :: New Zealand Xmas Tree
37.7769148266266,-122.48011551059,Tree(s) ::
37.7701617998893,-122.437651159802,Tree(s) ::
37.719589795638,-122.460125997357,Tree(s) ::
37.7203566306694,-122.459289389118,Tree(s) ::
37.7184562912432,-122.460119993724,Tree(s) ::
37.7701148450366,-122.438019989554,Tree(s) ::
37.7219085841218,-122.459313416803,Tree(s) ::
37.7193150067692,-122.460124541914,Tree(s) ::
37.770205500267,-122.437328493729,Tree(s) ::
37.7701354103668,-122.43785212476,Tree(s) ::
37.7703031822307,-122.437676936219,Platanus x hispanica :: Sycamore: London Plane
37.7702302766591,-122.438257261786,Tree(s) ::
37.770308240195,-122.437639590581,Platanus x hispanica :: Sycamore: London Plane
37.793934506669,-122.404783343997,Tree(s) ::
37.7867225811554,-122.408007910874,Tree(s) ::
37.7800775647965,-122.434857680183,Tree(s) ::
37.7168763049169,-122.468838692522,Tree(s) ::
37.7142331310818,-122.46300695122,Tree(s) ::
37.7980212026807,-122.42209772665,Olea europaea :: Olive Tree
37.7892505112284,-122.420333519439,Magnolia grandiflora :: Southern Magnolia
37.7332504271246,-122.484673027195,Tree(s) ::
37.7892092360776,-122.408154595956,Tree(s) ::
37.7441041697354,-122.412854209211,Tree(s) ::
37.7412394373106,-122.409397215627,Tree(s) ::
37.7410829236076,-122.40885729438,Tree(s) ::
37.7419365116939,-122.408720454842,Tree(s) ::
37.7472977644177,-122.407389581271,Tree(s) ::
37.7410852820816,-122.408676755336,Tree(s) ::
37.746789333717,-122.40855994896,Tree(s) ::
37.7414445523444,-122.408939098701,Tree(s) ::
37.7470775114909,-122.407896591564,Tree(s) ::
37.7473528273096,-122.407262828223,Tree(s) ::
37.741136599755,-122.408672004342,Tree(s) ::
37.7413816441577,-122.408778084711,Tree(s) ::
37.7454008904891,-122.40779578254,Tree(s) ::
37.7459701669476,-122.406978955654,Tree(s) ::
37.7412409329462,-122.409426038065,Tree(s) ::
37.7455436475311,-122.406763868428,Tree(s) ::
37.741057264767,-122.408859669812,Tree(s) ::
37.7621374800849,-122.464122914986,Tree(s) ::
37.7178319783603,-122.453659194176,Tree(s) ::
37.7618514892544,-122.464102945737,Tree(s) ::
37.7617799915441,-122.464097953449,Tree(s) ::
37.7149296078016,-122.462518397729,Olea europaea :: Olive Tree
37.7945280171179,-122.403651467588,Tree(s) ::
37.7611801650101,-122.463875911128,Tree(s) ::
37.7613867541342,-122.464070496037,Tree(s) ::
37.7614304070338,-122.463893383288,Tree(s) ::
37.7992181314156,-122.418961606356,Tree(s) ::
37.7990550298507,-122.418928611225,Tree(s) ::
37.7991856824564,-122.418587999471,Tree(s) ::
37.7992311318523,-122.418236640099,Tree(s) ::
37.7607511786239,-122.463845959124,Tree(s) ::
37.7616806490775,-122.463910855569,Tree(s) ::
37.7617877601927,-122.447955667016,Tree(s) ::
37.7528497165089,-122.433741311594,Tree(s) ::
37.7631331653553,-122.447972180922,Tree(s) ::
37.7637927820719,-122.448102845085,Tree(s) ::
37.7651919453937,-122.447736517158,Tree(s) ::
37.7634031987513,-122.448025522673,Tree(s) ::
37.7642017627754,-122.448795547873,Tree(s) ::
37.7629085379929,-122.447927830205,Tree(s) ::
37.762306655081,-122.447989118123,Tree(s) ::
37.7651578092985,-122.448052068042,Tree(s) ::
37.7630048068657,-122.447946837622,Tree(s) ::
37.7623079937314,-122.447962256561,Pyrus kawakamii :: Evergreen Pear
37.7651457271594,-122.448146813934,Tree(s) ::
37.7856521474573,-122.46685280764,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7868276540997,-122.40821119909,Tree(s) ::
37.7597254850493,-122.441670986393,Tree(s) ::
37.7163055058513,-122.450153478103,Tree(s) ::
37.7625693216258,-122.448042383494,Tree(s) ::
37.717220822263,-122.468842940668,Tree(s) ::
37.7163261104302,-122.453410524904,Tree(s) ::
37.7174918462698,-122.452698519214,Tree(s) ::
37.7168060024726,-122.469017610896,Tree(s) ::
37.716249239929,-122.450690258499,Tree(s) ::
37.7162314069443,-122.450216607006,Tree(s) ::
37.7642443784807,-122.49858593622,Olea europaea :: Olive Tree
37.7201061248475,-122.45553862183,Tree(s) ::
37.7199484318317,-122.460618554264,Tree(s) ::
37.7158713630687,-122.450741643505,Tree(s) ::
37.7163725059542,-122.452294099254,Tree(s) ::
37.7159931088654,-122.450420116665,Tree(s) ::
37.7172194233212,-122.469022709667,Tree(s) ::
37.7807959056112,-122.415280619278,Tree(s) ::
37.7204673073675,-122.45706959238,Tree(s) ::
37.7988660724856,-122.405895679432,Tree(s) ::
37.7162569019215,-122.452390997098,Tree(s) ::
37.716417265171,-122.451375967056,Tree(s) ::
37.7168074014067,-122.468837842897,Tree(s) ::
37.7278383665438,-122.386544340959,Tristaniopsis laurina :: Swamp Myrtle
37.7948181118077,-122.430024275058,Tree(s) ::
37.7141195040923,-122.460028964628,Olea europaea :: Olive Tree
37.7827427237827,-122.460199148466,Tree(s) ::
37.770063430665,-122.438439651132,Tree(s) ::
37.79768129131,-122.431423694445,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7139682988039,-122.46118614817,Tree(s) ::
37.7139786738414,-122.459754661226,Tree(s) ::
37.7139678043214,-122.461254314108,Tree(s) ::
37.7827508175785,-122.460019501461,Tree(s) ::
37.7141160465685,-122.460506127835,Tree(s) ::
37.7139737355173,-122.460436321647,Tree(s) ::
37.7139697820178,-122.460981649968,Tree(s) ::
37.7141392815787,-122.457292489984,Tree(s) ::
37.7830009565809,-122.460217618864,Tree(s) ::
37.7139707706289,-122.460845317957,Tree(s) ::
37.7139702763426,-122.460913484027,Tree(s) ::
37.7827058334015,-122.46019650985,Tree(s) ::
37.7827175947315,-122.462345669881,Tree(s) ::
37.7989645582851,-122.405114995214,Tree(s) ::
37.7421324254462,-122.486287158885,Tree(s) ::
37.7658160071986,-122.44926566923,Tree(s) ::
37.7481826614414,-122.421615448308,Tree(s) ::
37.790033705848,-122.420490858055,Magnolia grandiflora :: Southern Magnolia
37.7962412752711,-122.413327087478,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7896745791822,-122.420595537974,Tree(s) ::
37.7940308460706,-122.402287408574,Tree(s) ::
37.7827796141982,-122.460201787088,Tree(s) ::
37.7898032009254,-122.420621581398,Tree(s) ::
37.7851721782666,-122.47550976424,Ginkgo biloba :: Maidenhair Tree
37.7658003421682,-122.449388502254,Tree(s) ::
37.7891311349954,-122.420303242189,Tree(s) ::
37.7516077790547,-122.428635023157,Tree(s) ::
37.7965623495559,-122.413710444209,Tree(s) ::
37.789975894424,-122.420646428457,Magnolia grandiflora :: Southern Magnolia
37.7659701344056,-122.445360173128,Tree(s) ::
37.7899189463906,-122.420637301378,Magnolia grandiflora :: Southern Magnolia
37.7929346393142,-122.4015447706,Tree(s) ::
37.7890458948855,-122.420468243057,Tree(s) ::
37.7890794874782,-122.420468261828,Magnolia grandiflora :: Southern Magnolia
37.7897523595713,-122.420429025407,Tree(s) ::
37.7893537245344,-122.420348311022,Tree(s) ::
37.7892907799197,-122.420335566281,Tree(s) ::
37.7160535082268,-122.464567348549,Tree(s) ::
37.7462711792718,-122.471370441934,Tree(s) ::
37.7167384979602,-122.468836993274,Tree(s) ::
37.7638762642105,-122.448119414281,Tree(s) ::
37.7455397911705,-122.471265441867,Tree(s) ::
37.7456477039925,-122.471245539437,Tree(s) ::
37.7704881449982,-122.435263037632,Tree(s) ::
37.7459158873232,-122.471389892003,Tree(s) ::
37.7160546807849,-122.464446414836,Tree(s) ::
37.7928843551861,-122.401897531662,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem'
37.7703690139755,-122.436050618782,Tree(s) ::
37.7464579066455,-122.471198831685,Tree(s) ::
37.7460872164287,-122.471194459576,Tree(s) ::
37.7705967268653,-122.435375578083,Tree(s) ::
37.7483708836629,-122.430394762659,Tree(s) ::
37.7466344969074,-122.471386691561,Tree(s) ::
37.7967918069583,-122.426906009529,Platanus x hispanica :: Sycamore: London Plane
37.7678860505623,-122.436623070792,Tree(s) ::
37.7678062214456,-122.436435583122,Tree(s) ::
37.7677532211941,-122.436611198133,Tree(s) ::
37.767786428521,-122.436614166292,Tree(s) ::
37.794133574667,-122.44003489281,Platanus x hispanica :: Sycamore: London Plane
37.7674211477392,-122.436581516669,Tree(s) ::
37.7676203918216,-122.436599325516,Tree(s) ::
37.7675539771182,-122.436593389222,Tree(s) ::
37.7676367256187,-122.436420433566,Lophostemon confertus :: Brisbane Box
37.7680096164722,-122.436453762683,Tree(s) ::
37.781414618516,-122.401804066947,Tree(s) ::
37.7909691588781,-122.420675404796,Tree(s) ::
37.790594444627,-122.420781795009,Tree(s) ::
37.7911418571362,-122.420886307748,Magnolia grandiflora :: Southern Magnolia
37.7680774147604,-122.436459822555,Tree(s) ::
37.7881261577171,-122.420099762698,Tree(s) ::
37.7912063542047,-122.420730301917,Magnolia grandiflora :: Southern Magnolia
37.7911034621337,-122.420707740038,Magnolia grandiflora :: Southern Magnolia
37.7883869038613,-122.420327844878,Magnolia grandiflora :: Southern Magnolia
37.7495634523316,-122.437298477498,Tree(s) ::
37.7861951385831,-122.464740857622,Platanus x hispanica :: Sycamore: London Plane
37.7494387713506,-122.436991769918,Tree(s) ::
37.7494311784149,-122.437117363972,Tree(s) ::
37.7864634205326,-122.464588361675,Tree(s) ::
37.7494514259391,-122.436782446556,Tree(s) ::
37.7510632161287,-122.439038883118,Tree(s) ::
37.7495811694187,-122.437005424266,Tree(s) ::
37.7856190534301,-122.464707507543,Tree(s) ::
37.7495533279566,-122.437465936391,Tree(s) ::
37.7494362403869,-122.437033634606,Tree(s) ::
37.7854985973876,-122.464518552505,Tree(s) ::
37.7494438332287,-122.436908040613,Tree(s) ::
37.7860695009431,-122.464566330251,Pittosporum undulatum :: Victorian Box
37.786455233332,-122.464768010941,Tree(s) ::
37.7627741095559,-122.448083372894,Tree(s) ::
37.7865086593769,-122.486182671343,Tree(s) ::
37.7639282253387,-122.44664070146,Tree(s) ::
37.7627047586005,-122.44839054369,Tree(s) ::
37.7609956030066,-122.434415945817,Tree(s) ::
37.7595160898263,-122.434964715382,Tree(s) ::
37.7597922936982,-122.434990098835,Tree(s) ::
37.7591236064575,-122.434747348211,Tree(s) ::
37.7608738174814,-122.434058629485,Tree(s) ::
37.7596492390731,-122.434796593496,Magnolia grandiflora :: Southern Magnolia
37.7598640643061,-122.434816335713,Tree(s) ::
37.7468671703576,-122.427055609333,Tree(s) ::
37.7812000673404,-122.463591791475,Tree(s) ::
37.7285709561708,-122.440940406878,Tree(s) ::
37.7447481043621,-122.437132804619,Metrosideros excelsa :: New Zealand Xmas Tree
37.7655209974413,-122.447803197371,Tree(s) ::
37.8002736779641,-122.439955740895,Tree(s) ::
37.7442726431663,-122.442666150295,Tree(s) ::
37.7685323187803,-122.438239071779,Tree(s) ::
37.7408700353347,-122.484615807826,Metrosideros excelsa :: New Zealand Xmas Tree
37.7731046912712,-122.407567278306,Tree(s) ::
37.716551343107,-122.454746998072,Tree(s) ::
37.716685239278,-122.455538653553,Tree(s) ::
37.717767484702,-122.458985610538,Tree(s) ::
