species,address,latitude,longitude
Sycamore: London Plane,230 Scott St,37.7717790672885,-122.435355809599
Sycamore: London Plane,1300 Battery St,37.8033552184177,-122.401914578291
New Zealand Xmas Tree,1007 Diamond St,37.7494969594121,-122.436041814854
New Zealand Xmas Tree,343 Connecticut St,37.761913959392,-122.397335853682
Brisbane Box,131 Santa Marina St,37.7397280062636,-122.420652891676
New Zealand Xmas Tree,2715 Steiner St,37.7944930966387,-122.43672983211
New Zealand Xmas Tree,26 Burlwood Dr,37.7348611608815,-122.454923454857
New Zealand Xmas Tree,32@Los Palmos Burlwood Dr,37.7348800385998,-122.45476007083
New Zealand Xmas Tree,1354 15th Ave,37.7627361276043,-122.472628547984
Brisbane Box,653 Commercial St,37.7941298128031,-122.403904687166
Sycamore: London Plane,3441 Washington St,37.7895976541501,-122.449606946609
Brisbane Box,280 TURK ST,37.7830477873353,-122.413765205964
Sycamore: London Plane,201 TURK ST,37.782956431302,-122.412454576773
Sycamore: London Plane,1342 Hayes St,37.7749640742369,-122.438574865122
Sycamore: London Plane,871 40th Ave,37.772401462891,-122.500376739285
New Zealand Xmas Tree,2267 39th Ave,37.744610064982,-122.497373994444
New Zealand Xmas Tree,64 Princeton St,37.7290825074312,-122.416289640462
New Zealand Xmas Tree,1405 Noriega St,37.7540297853236,-122.478985504191
Sycamore: London Plane,1900 Broadway,37.7951724579941,-122.428551899256
New Zealand Xmas Tree,297 Addison St,37.7400482914146,-122.434240478391
Sycamore: London Plane,920 Van Ness Ave,37.7841100278879,-122.420902776767
Sycamore: London Plane,2900 Clay St,37.7899187687789,-122.440978267234
New Zealand Xmas Tree,5525 Anza St,37.7770500412593,-122.507561312226
Brisbane Box,555 Franklin St,37.7790673762916,-122.421809850939
Sycamore: London Plane,747 Clayton St,37.7679777635665,-122.448301064094
New Zealand Xmas Tree,1455 12th Ave,37.7610090520371,-122.469411126098
Sycamore: London Plane,709 Clayton St,37.7686549665682,-122.448438305985
Cherry Plum,204 Texas St,37.7637367475831,-122.395777765655
Brisbane Box,1587 15TH ST,37.7664046289786,-122.419485327641
