tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,geometry
22902,DPW Maintained,Lophostemon confertus :: Brisbane Box,245 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,1997-05-08,20.0,,37.7687386832705,-122.42213581114,POINT (-122.42213581114 37.7687386832705)
133244,DPW Maintained,Pittosporum undulatum :: Victorian Box,221 Jackson St,5.0,Sidewalk: Curb side : Cutout,Private,2018-08-02,3.0,Width 3ft,37.7967962172142,-122.40014585736,POINT (-122.40014585736 37.7967962172142)
30031,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1710X Alemany Blvd,3.0,Median : Cutout,DPW,2007-03-08,3.0,3X3,37.7246931479121,-122.437017038218,POINT (-122.437017038218 37.7246931479121)
53385,Permitted Site,Tree(s) ::,260 Faxon Ave,1.0,Sidewalk: Curb side : Cutout,Private,1969-10-01,,,37.7193150067692,-122.460124541914,POINT (-122.460124541914 37.7193150067692)
25609,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1125 Cortland Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2005-01-22,3.0,3X3,37.7395888579293,-122.412333624423,POINT (-122.412333624423 37.7395888579293)
91880,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,840 Irving St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-12-11,3.0,3x3,37.7640723354625,-122.466758152363,POINT (-122.466758152363 37.7640723354625)
35014,Permitted Site,Tree(s) ::,2821 22nd St,1.0,Sidewalk: Curb side : Cutout,Private,1998-01-05,,,37.7558477036602,-122.41074573621,POINT (-122.41074573621 37.7558477036602)
56591,Permitted Site,Magnolia grandiflora :: Southern Magnolia,521 Laidley St,1.0,Sidewalk: Curb side : Cutout,Private,1988-03-18,,3x3,37.7357943512286,-122.431104050323,POINT (-122.431104050323 37.7357943512286)
86370,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1299X 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-20,3.0,3x3,37.7632848451172,-122.484699699179,POINT (-122.484699699179 37.7632848451172)
37439,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,1 Elsie St,2.0,Sidewalk: Curb side : Cutout,Private,2000-06-21,,,37.7451591053054,-122.416063030013,POINT (-122.416063030013 37.7451591053054)
37192,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1695 30th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-01-04,4.0,,37.7557623917813,-122.488492147727,POINT (-122.488492147727 37.7557623917813)
34182,Permitted Site,Tree(s) ::,1007 Carolina St,1.0,Sidewalk: Curb side : Cutout,Private,1997-06-09,,,37.7559017599018,-122.39960954219,POINT (-122.39960954219 37.7559017599018)
35597,Permitted Site,Pittosporum undulatum :: Victorian Box,251 18th Ave,2.0,Sidewalk: Curb side : Cutout,Private,1998-03-27,,,37.783269554091,-122.477530353614,POINT (-122.477530353614 37.783269554091)
46583,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,466 Ralston St,5.0,Sidewalk: Curb side : Cutout,Private,2002-06-14,,,37.7209794647769,-122.46887668176,POINT (-122.46887668176 37.7209794647769)
73937,DPW Maintained,Lophostemon confertus :: Brisbane Box,4235 19th St,2.0,Sidewalk: Curb side : Cutout,SFUSD,1990-03-07,10.0,3x3,37.7591282168027,-122.436335144342,POINT (-122.436335144342 37.7591282168027)
7785,DPW Maintained,Pittosporum undulatum :: Victorian Box,320X Fulton St,8.0,Sidewalk: Curb side : Cutout,DPW,2015-05-05,3.0,3X3,37.7789781871097,-122.422087746504,POINT (-122.422087746504 37.7789781871097)
21797,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2600X Taylor St,2.0,Sidewalk: Curb side : Cutout,DPW,2016-01-22,12.0,3X3,37.8069115498008,-122.414700989571,POINT (-122.414700989571 37.8069115498008)
124718,Planning Code 138.1 required,Tristaniopsis laurina :: Swamp Myrtle,610 Cortland Ave,2.0,Sidewalk: Curb side : Cutout,Private,2018-10-22,3.0,3x3,37.7389386461297,-122.415817669649,POINT (-122.415817669649 37.7389386461297)
62577,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',411 Vermont St,1.0,Sidewalk: Curb side : Cutout,Private,1986-03-01,6.0,,37.7643328973823,-122.404365050124,POINT (-122.404365050124 37.7643328973823)
94754,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,491 Bay Shore Blvd,7.0,Sidewalk: Curb side : Cutout,Private,2010-10-28,5.0,3x3,37.7402729290463,-122.406715716973,POINT (-122.406715716973 37.7402729290463)
45561,Permitted Site,Magnolia grandiflora :: Southern Magnolia,299X WALNUT ST,1.0,Sidewalk: Curb side : Cutout,Private,2001-07-24,,3x3,37.7892897137264,-122.448923821633,POINT (-122.448923821633 37.7892897137264)
64037,Permitted Site,Prunus serrulata :: Ornamental Cherry,525 Prentiss St,1.0,Sidewalk: Curb side : Cutout,Private,1987-10-09,,,37.7366879749811,-122.41217706123,POINT (-122.41217706123 37.7366879749811)
107296,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2690 46th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2016-01-06,12.0,,37.7364961680662,-122.504090589396,POINT (-122.504090589396 37.7364961680662)
34616,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,3251 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,1997-07-28,5.0,,37.7899554251564,-122.446750560392,POINT (-122.446750560392 37.7899554251564)
57114,Permitted Site,Tree(s) ::,539 London St,1.0,Sidewalk: Curb side : Cutout,Private,1974-10-23,,,37.7205574563209,-122.436770602959,POINT (-122.436770602959 37.7205574563209)
33983,Permitted Site,Tree(s) ::,112 Virginia Ave,1.0,Sidewalk: Curb side : Cutout,Private,1997-04-21,,,37.7424193013493,-122.419942991956,POINT (-122.419942991956 37.7424193013493)
64252,Permitted Site,Tree(s) ::,100 01st St,1.0,Sidewalk: Curb side : Cutout,Private,1988-03-01,,,37.7897049109999,-122.397629075378,POINT (-122.397629075378 37.7897049109999)
29243,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3002X Quintara St,4.0,Sidewalk: Curb side : Cutout,DPW,2006-03-18,3.0,3X3,37.7477657476636,-122.497568970545,POINT (-122.497568970545 37.7477657476636)
32436,Permitted Site,Lophostemon confertus :: Brisbane Box,501 Folsom St,2.0,Sidewalk: Curb side : Cutout,Private,1996-10-10,,,37.7872289871255,-122.394441364301,POINT (-122.394441364301 37.7872289871255)
